duration,amplitude_change
0.8614335721112951,3.5053941269559146
1.2087533548215688,5.733163260092723
1.6326984242168963,3.68463813979545
1.2245355596594676,6.076970681293112
0.8897502729130318,3.745577159063483
1.1368094638979542,4.732742598600903
1.1528731493476227,3.5420255624625607
0.9399330128532055,6.878770165137752
1.0240171333021122,7.298792692985361
2.4283378327189595,5.084215792509155
1.6437633729837526,5.637030655763954
0.9962819873619262,2.6246956865597566
1.7466126563121036,4.952411365180149
0.9672956412421729,5.457844818315712
2.1066213514972354,10.869319562340365
1.4991481272682459,3.306700906193722
1.1385541711047453,8.526001387927922
1.5581765608456308,7.579208335776395
0.36778700442375434,9.122547083735391
0.31701252134199176,6.313450338819911
1.3277521839733384,6.348001394913169
2.5295486583667035,5.451936892978289
2.906655368048998,8.038525850391169
1.702078790464725,7.781020373566272
1.5983436656195467,4.29192999456658
0.8093912566415731,5.148318691378431
0.6240757792562754,3.938671868048313
0.7502879250032046,5.430858417772107
1.0925547987014426,8.066625128846749
0.8627557298958559,4.633061130523474
1.785137848301764,5.677114786005993
0.4086322062922092,7.278491572733934
1.4005626873099803,1.0073341232305149
2.787791032097535,4.3303776190518235
0.5245789117772481,5.987623401604365
1.0034463936458535,4.562959492571834
2.0520609724245236,1.7576407606503373
2.700289376102462,6.815103135920466
0.2900785372944127,4.272307858209414
1.5952096464076617,3.1492804778496892
0.8678818430272581,4.294628436123636
1.1395777043490165,5.185709318822277
3.2189368452495675,4.334339750337274
0.08335868202871333,1.0910555987415718
1.411519972568837,7.37702732822079
1.5732796095905246,8.142472769568705
2.040589185284923,6.879551698478729
1.293760202374932,3.2545946106484407
1.4525817336122924,5.151335633578154
0.923573943941328,5.546347733828677
1.42315353157914,6.772724918182298
0.9602093428332727,6.9136261843989395
1.689619675954423,4.0721147065022825
0.9402359575900763,5.725684022238328
1.5047869036499057,6.486015815755535
1.1975558380083466,8.509074222448374
2.071030742516398,6.986899056016636
1.1808237547234357,7.158198711831393
2.1737562553834135,8.417167858921612
0.5349007316398968,6.38974454664889
0.7253996981580244,3.8149851303894686
0.7693300403739003,8.402805101598261
2.258824470117034,6.9735207539549755
3.5919760339730518,4.58810125438704
2.018112172917112,6.160425761649497
1.388459870322917,6.497978185022067
1.1781773688764565,5.959276596322144
1.4355732725177615,6.190275263753702
1.61367482042517,9.00369489035893
1.707495501843775,7.73051982071728
1.6397449787636937,5.945790090847829
1.2874075098953035,7.4666670030171804
1.0704822083912782,3.4676536649044105
1.105309773384449,6.365765177280359
1.0723195166760435,9.225237280888653
2.076867335244383,5.117796290361357
1.6684387973031345,3.842243065193626
1.7155740444556364,3.351949845931354
1.3669103779116076,3.9696225646094208
1.2055352372055768,4.808905960905369
0.9259404681347667,2.711863649556331
2.0695658715905134,5.59120293981107
1.9360577606985716,7.387584832556419
0.6353455300908933,3.720434632070087
1.5274320445014196,8.637648220347268
0.48505853718736713,6.594431156258013
0.17661913466406332,7.6475291487316595
0.7458501916618672,4.226778970963647
1.8716929297523737,7.290838791602301
1.9402905718066084,3.3472882686253405
1.6075984370987264,7.363212564788526
1.767888959684743,5.907708650413441
1.6099368004445793,6.680453887329421
0.734687583339049,3.17779063407148
1.5462352126697507,3.7461373111745697
1.8248299417121991,6.7695518355340845
1.789962261622085,3.638195089091716
2.1185584300687523,6.498021737871474
1.7551934069979032,2.789721714888961
1.485392557891097,7.277971557040328
2.02876751573923,3.0624523577375657
1.1996285913362446,6.6785265774879345
0.5529383171894237,6.827096091953468
1.0963931566835319,4.147891586213951
0.6564960574330264,6.738753100245745
0.709211195134309,6.087219281042075
1.1104166011980645,4.46785966383031
0.620570601760011,3.516215603128051
0.9868455623317919,1.5832558158502086
1.3809407927767932,2.389250025185834
1.2205914001298,5.752728539870583
0.6019198136454422,5.025810621114662
1.7181029513165873,6.935511752322476
1.9285302775806146,4.947612042464791
0.6430216260751025,7.0423391952718895
0.6381696187863735,6.2383917551497845
0.5090658844454026,6.200095921201773
1.8468047860324353,6.510302002796946
1.0731376702503665,2.4484716837308635
1.0196934484211764,7.092823325512125
1.7000880559068978,3.499747272964909
0.2827381948676744,5.065049909330146
1.2649920890859097,5.479922943925323
1.429390944894066,5.287067833592284
2.2484064756472506,6.235964465517433
0.23014581371783593,8.45952699207475
1.358679521850849,2.9009875113680526
2.5809571989857534,6.819881576234932
2.156385885718403,8.251995517045234
1.378193084782147,6.3432388980228325
0.8479782651984165,7.7698999786820835
1.8299053620366772,9.636445076370322
0.4836300062949568,7.6336083367820695
1.5798304820648774,6.064662331127588
1.6018409160259919,7.676922312101636
2.021252124648491,5.8531045609522145
3.306122076282736,5.60798786448336
1.5163662489518939,4.847590365766031
0.8348778471983954,8.727055007660836
1.2003445310375178,3.9014132924431806
0.6944418593548652,6.5722909629995385
0.9102418489516126,2.724548198524081
0.8234427571061923,6.304422063216782
1.3348679619430444,1.3048800451664642
0.5978890811544645,6.826847060949888
2.0672356844429336,7.353050049929232
1.2198365515142289,4.359439429399494
1.2126484884830222,5.809869176352208
0.9717750684225219,9.518707387746002
1.3370119786078547,4.534910855331512
1.8434958730412712,3.4141999922784887
0.5640858535596878,8.561428574181754
0.7221107651880567,9.53578618035527
0.9900478144529913,5.567047477359636
0.20213374995970668,7.608796753025271
0.6002797674544179,8.277406973314509
0.8596330180682112,4.055277663824327
1.8807622898335299,4.576324311221756
1.4181895978164372,8.053327149582906
1.3660437299253965,8.973419991341924
1.8630017446562803,6.699963658723995
1.1158200044319209,3.777045122125419
1.514891105974677,9.585370650566963
1.1416391524066851,4.4838063238967365
1.4203073104085289,4.880566666124373
0.7790850838093004,6.253140731898903
1.11815818571738,7.289726003194511
2.295349297397614,6.400082689551985
1.9199455253509168,6.498188353125909
1.9495691543841485,5.647721262605019
2.1542571266738797,6.690357633158424
1.2867096071094313,0.43463966309037083
1.3688606195102837,4.958629580331349
0.7527040373961016,6.048481256665584
0.9807129907716068,3.227591078910833
1.6852340240929315,6.342255870927692
